control_params,cycle_id,cycle_time,target_weight,timestamp,true_weight,weight
"{'feeding_speed_coarse': 40.0, 'feeding_speed_fine': 20.0, 'advance_amount_coarse': 2.0, 'advance_amount_fine': 0.5, 'vibration_frequency': 30.0, 'feeding_time': 3.0}",1,2.832551327361001,1000.0,2025-04-29T09:31:09.906388,994.0561369663989,994.126883119696
"{'feeding_speed_coarse': 40.0, 'feeding_speed_fine': 20.0, 'advance_amount_coarse': 2.0, 'advance_amount_fine': 0.5, 'vibration_frequency': 30.0, 'feeding_time': 3.0}",2,3.226899882689646,1000.0,2025-04-29T09:31:13.133742,1004.1767506752808,1004.1512354719061
"{'feeding_speed_coarse': 40.0, 'feeding_speed_fine': 20.0, 'advance_amount_coarse': 2.0, 'advance_amount_fine': 0.5, 'vibration_frequency': 30.0, 'feeding_time': 3.0}",3,3.3619505886223395,1000.0,2025-04-29T09:31:16.496034,1004.6332729810456,1005.9254153435166
"{'feeding_speed_coarse': 40.0, 'feeding_speed_fine': 20.0, 'advance_amount_coarse': 2.0, 'advance_amount_fine': 0.5, 'vibration_frequency': 30.0, 'feeding_time': 3.0}",4,2.9671874802734233,1000.0,2025-04-29T09:31:19.463628,1001.4952480487186,1000.1975104548662
"{'feeding_speed_coarse': 40.0, 'feeding_speed_fine': 20.0, 'advance_amount_coarse': 2.0, 'advance_amount_fine': 0.5, 'vibration_frequency': 30.0, 'feeding_time': 3.0}",5,3.0139630266204054,1000.0,2025-04-29T09:31:22.478141,999.6373676244921,999.1478677154937
"{'feeding_speed_coarse': 40.0, 'feeding_speed_fine': 20.0, 'advance_amount_coarse': 2.0, 'advance_amount_fine': 0.5, 'vibration_frequency': 30.0, 'feeding_time': 3.0}",6,3.1750829928468254,1000.0,2025-04-29T09:31:25.653722,997.4968909878758,999.7825356655089
"{'feeding_speed_coarse': 40.0, 'feeding_speed_fine': 20.0, 'advance_amount_coarse': 2.0, 'advance_amount_fine': 0.5, 'vibration_frequency': 30.0, 'feeding_time': 3.0}",7,2.8045112522825715,1000.0,2025-04-29T09:31:28.458555,998.3718364961944,997.3882397098056
"{'feeding_speed_coarse': 40.0, 'feeding_speed_fine': 20.0, 'advance_amount_coarse': 2.0, 'advance_amount_fine': 0.5, 'vibration_frequency': 30.0, 'feeding_time': 3.0}",8,2.926906300559285,1000.0,2025-04-29T09:31:31.385930,999.882676222864,999.5547407941547
"{'feeding_speed_coarse': 40.0, 'feeding_speed_fine': 20.0, 'advance_amount_coarse': 2.0, 'advance_amount_fine': 0.5, 'vibration_frequency': 30.0, 'feeding_time': 3.0}",9,3.1366308858993355,1000.0,2025-04-29T09:31:34.522960,997.5894594989921,997.6741734809196
"{'feeding_speed_coarse': 40.0, 'feeding_speed_fine': 20.0, 'advance_amount_coarse': 2.0, 'advance_amount_fine': 0.5, 'vibration_frequency': 30.0, 'feeding_time': 3.0}",10,3.3420523450124064,1000.0,2025-04-29T09:31:37.865374,998.4406317259179,997.9183717854437
